lat,long,country,city,street,time zone
23.817974,113.273132,China,Feilaixia,7 Center Hill,Asia/Chongqing
51.4492786,22.6839074,Poland,Wola Sernicka,64 Fremont Place,Europe/Warsaw
6.7205676,11.2580472,Nigeria,Gembu,8610 Commercial Parkway,Africa/Lagos
28.761896,121.491501,China,Duqiao,19 Union Pass,Asia/Shanghai
50.1078135,25.7276661,Ukraine,Kremenetsâ€™,5812 Namekagon Way,Europe/Uzhgorod
48.75667,-91.62409,Canada,Atikokan,66171 Forest Junction,America/Chicago
33.1396,67.44046,Afghanistan,Sang-e MÄÅshah,865 Scott Plaza,Asia/Kabul
38.042805,114.514893,China,Shijiazhuang,85586 Dakota Street,Asia/Shanghai
33.5138073,36.2765279,Syria,Damascus,19 Everett Pass,Asia/Damascus
-6.3235522,106.6948015,Indonesia,Waru Selatan,55372 Muir Place,Asia/Jakarta
13.7928009,121.0964563,Philippines,Sabang,10067 Judy Point,Asia/Manila
-14.5656065,40.6854309,Mozambique,Nacala,2 Bobwhite Avenue,Africa/Maputo
53.8458953,19.6034448,Poland,Zalewo,6770 Moose Plaza,Europe/Warsaw
24.076563,89.61457,Bangladesh,Bera,32 Manufacturers Parkway,Asia/Dhaka
56.0372083,21.8173884,Lithuania,Plateliai,963 Oakridge Way,Europe/Vilnius
44.025555,1.378056,France,Montauban,6 Stuart Alley,Europe/Paris
21.356694,110.525677,China,Longtou,70879 Summer Ridge Junction,Asia/Chongqing
-8.0914709,112.718192,Indonesia,Sukoanyar,198 Darwin Circle,Asia/Jakarta
35.136722,102.8777,China,Tanggaâ€™an,1 Bowman Trail,Asia/Chongqing
26.303854,107.682455,China,Paizhou,8 Katie Court,Asia/Shanghai
17.7917146,95.7563151,Myanmar,Letpandan,7 Bobwhite Road,Asia/Rangoon
39.495941,63.85672,Uzbekistan,Karakulâ€™,188 Continental Trail,Asia/Samarkand
37.6969518,127.8886827,South Korea,Hongchâ€™Åèn,3463 Vidon Avenue,Asia/Seoul
-8.7393595,-35.4562795,Brazil,ÃÅgua Preta,2714 Hollow Ridge Pass,America/Recife
16.3793702,102.3692982,Thailand,Ban Thaen,5 Bellgrove Center,Asia/Bangkok
14.6131569,120.998941,Philippines,Loyola,4 North Pass,Asia/Manila
-18.7,47.783333,Madagascar,Ankazondandy,99461 Cordelia Drive,Indian/Antananarivo
42.9203458,21.7421911,Serbia,Lebane,21 Prairieview Terrace,Europe/Belgrade
42.5824637,141.3159801,Japan,Shiraoi,51 Green Way,Asia/Tokyo
14.6602787,120.989116,Philippines,La Paz,67 Stoughton Street,Asia/Manila
32.059093,118.627894,China,Pukou,37302 Ramsey Circle,Asia/Chongqing
31.058765,121.315718,China,Xunqiao,88765 Sommers Street,Asia/Shanghai
40.692169,117.163821,China,Gubeikou,3018 Division Trail,Asia/Harbin
23.2462521,113.0030017,China,Anle,17 Waxwing Parkway,Asia/Chongqing
30.029634,121.281625,China,Zhangting,08660 Ludington Way,Asia/Shanghai
31.491169,120.31191,China,Waxi,84 Schlimgen Lane,Asia/Chongqing
52.8769629,17.950135,Poland,Barcin,7 Ridgeway Park,Europe/Warsaw
49.9542636,16.1641685,Czech Republic,VysokÃ© MÃ_to,26563 Lyons Center,Europe/Prague
33.387684,114.021538,China,Xiping,9 6th Crossing,Asia/Chongqing
9.329496,125.554433,Philippines,Bangonay,4 Algoma Lane,Asia/Manila
14.5482727,-89.6618378,Guatemala,Ipala,31 Kennedy Road,America/Guatemala
